round,tick,weapon_name,is_headshot,penetration_amount,has_replay,is_flash_assist,is_through_smoke,is_attacker_blind,is_noscope,second,player_id_fixed,attacker_id_fixed,assister_id_fixed,player_x_pos,player_y_pos,player_z_pos,player_x_vel,player_y_vel,player_z_vel,player_phi_ang,player_theta_ang,player_weapon_code,player_team_code,attacker_x_pos,attacker_y_pos,attacker_z_pos,attacker_x_vel,attacker_y_vel,attacker_z_vel,attacker_phi_ang,attacker_theta_ang,attacker_weapon_code,attacker_team_code,assister_x_pos,assister_y_pos,assister_z_pos,assister_x_vel,assister_y_vel,assister_z_vel,assister_phi_ang,assister_theta_ang,assister_weapon_code,assister_team_code
4,16985,ak47,True,0,False,0,0,0,0,265.390625,2,5,,80.23319244384766,1348.039794921875,0.0685114860534668,1.271484375,-1.25,0.002166748046875,92.93988037109375,24.68524169921875,13,2,357.3460693359375,1492.1636962890625,1.4536819458007812,-8.931640625,17.2578125,0.411865234375,97.19845581054688,-152.9241943359375,7,3,,,,,,,,,,
4,17062,galilar,False,0,False,1,0,0,0,266.59375,5,6,2,320.06329345703125,1536.556884765625,2.782672882080078,-1.712890625,15.28125,0.49560546875,98.4429931640625,-173.57745361328125,7,3,-20.53717041015625,1490.7891845703125,-0.13555908203125,0.0,0.0,0.0,91.78184509277344,7.110565185546875,13,2,,,,,,,,,,
4,17883,ssg08,True,0,False,0,0,0,0,279.421875,9,7,,439.8096008300781,381.6054382324219,2.8101325035095215,-10.826171875,-19.392578125,-0.235260009765625,91.09347534179688,-109.58415985107422,13,2,113.83802795410156,-461.1131591796875,2.325287342071533,0.0,0.0,0.0,90.164794921875,68.465087890625,40,3,,,,,,,,,,
4,17920,ak47,True,0,False,0,0,0,0,280.0,3,6,,1445.876220703125,2597.3427734375,72.27622985839844,2.7734375,-53.5,-12.91796875,89.65667724609375,-177.35333251953125,60,3,390.6521301269531,2546.5908203125,95.6845474243164,1.041015625,-18.390625,0.0224609375,90.96817016601562,3.28216552734375,7,2,,,,,,,,,,
4,18062,galilar,False,0,False,0,0,0,0,282.21875,10,4,8,1127.8331298828125,2213.5830078125,7.543659210205078,45.9140625,26.78125,2.050537109375,88.4471435546875,82.23025512695312,40,3,334.2121276855469,2017.68603515625,96.35596466064453,65.412109375,40.9140625,-1.48046875,97.55584716796875,13.935470581054688,13,2,384.62701416015625,2111.600341796875,95.35198211669922,7.09375,-52.09375,0.0849609375,102.6051025390625,7.502288818359375,7,2
4,18604,p90,True,0,False,0,0,0,0,290.6875,6,1,,1329.21484375,2618.1669921875,93.44457244873047,-14.421875,0.78125,0.14892578125,93.56402587890625,-93.01197052001953,60,2,1309.8868408203125,1019.017578125,-4.96875,226.203125,-8.31640625,0.0,88.27171325683594,88.98342895507812,19,3,,,,,,,,,,
4,18987,ak47,True,0,False,0,0,0,0,296.671875,1,8,,1601.69873046875,1847.7967529296875,0.12984991073608398,28.671875,41.46875,-3.7340087890625,93.4569091796875,146.28329467773438,19,3,1027.507568359375,2232.283935546875,11.871185302734375,-8.8671875,-13.203125,-2.8251953125,99.525146484375,-34.90252685546875,7,2,,,,,,,,,,
4,19026,galilar,False,0,False,0,0,0,0,297.28125,7,4,,373.6126708984375,1867.9112548828125,95.44036102294922,-16.56640625,9.875,0.57080078125,90.46383666992188,56.78387451171875,40,3,905.7350463867188,2676.230224609375,96.17173767089844,0.0,0.0,0.0,89.89871215820312,-122.84671783447266,13,2,,,,,,,,,,
5,21594,ak47,True,0,False,0,0,0,0,337.40625,7,6,,-1043.227783203125,1451.755615234375,-112.04949951171875,-102.7109375,9.921875,4.50390625,87.62454223632812,173.74395751953125,61,3,-1150.409912109375,1063.4888916015625,-9.42498779296875,0.0,0.0,0.0,106.56600952148438,73.31967163085938,7,2,,,,,,,,,,
5,22062,galilar,True,0,False,0,0,0,0,344.71875,10,2,,740.9375,413.054443359375,0.4835209846496582,107.44140625,-82.734375,-0.5087890625,90.42263793945312,-128.9794921875,40,3,509.4692687988281,151.48545837402344,-3.11700439453125,-5.208984375,10.62890625,0.83984375,86.87542724609375,49.91741943359375,13,2,,,,,,,,,,
5,22175,ak47,False,0,False,0,0,0,0,346.484375,5,8,,-126.70947265625,1396.2080078125,-0.2884521484375,56.3203125,-19.421875,0.12109375,91.78286743164062,-109.28821563720703,60,3,-437.1553955078125,435.0854187011719,-2.69989013671875,31.96875,-10.61328125,-2.39453125,98.2874755859375,70.66302490234375,7,2,,,,,,,,,,
5,23078,p90,False,0,False,0,0,0,0,360.59375,2,1,,660.4614868164062,309.3220520019531,0.9587979316711426,0.0,0.0,0.0,93.1915283203125,93.05352783203125,13,2,612.4508666992188,675.4330444335938,1.0140752792358398,-68.61328125,-9.140625,0.3708038330078125,100.43083190917969,-82.27283477783203,19,3,,,,,,,,,,
5,23271,ak47,False,0,False,0,0,0,0,363.609375,3,8,,-564.6155395507812,2233.1484375,-120.61627197265625,-32.75390625,-7.546875,-2.60546875,88.17832946777344,-75.86849212646484,60,3,-275.09149169921875,1078.832275390625,-65.67584228515625,0.0,0.0,0.0,93.39271545410156,103.44314575195312,7,2,,,,,,,,,,
5,25139,ssg08,False,0,False,0,0,0,0,392.796875,1,8,2,242.70724487304688,1496.970947265625,1.2907600402832031,-118.869140625,-13.25,-0.5489501953125,94.03988647460938,-175.20892333984375,19,3,-1199.8631591796875,1454.1873779296875,-75.96875,0.0859375,-2.46875,0.0,86.84658813476562,1.94561767578125,40,2,,,,,,,,,,
6,27625,m4a1_silencer,True,0,False,0,0,0,0,431.640625,10,9,,629.652587890625,729.3993530273438,0.8933227062225342,-11.6015625,-0.3359375,0.0625152587890625,91.80416870117188,-88.30913543701172,1,3,643.2348022460938,313.17303466796875,1.0453295707702637,-11.68359375,-8.427734375,0.0646209716796875,91.42616271972656,94.36602783203125,60,2,,,,,,,,,,
